path,split,orig_group,review_cat_zh,review_cat,causeless,uniform_fallen,uniform_lie_down,labels_16,frames,pred_fall,pred_fallen,pred_normal,decision
fallen/fallen_yo_122,train,uniform_fallen,全程保持躺着,keep_lying,True,True,False,fallen,fallen:81,,,,remove
fallen/fallen_yo_124,train,uniform_fallen,全程保持躺着,keep_lying,True,True,False,fallen,fallen:81,,,,remove
fallen/fallen_yo_146,train,uniform_fallen,全程保持躺着,keep_lying,True,True,False,fallen,fallen:81,,,,remove
fallen/fallen_yo_155,train,uniform_fallen,全程保持躺着,keep_lying,True,True,False,fallen,fallen:81,,,,remove
fallen/fallen_yo_156,train,uniform_fallen,跌倒,fall,True,True,False,fallen,fallen:81,,,,keep
fallen/fallen_yo_162,test,uniform_fallen,全程保持躺着,keep_lying,True,True,False,fallen,fallen:81,21.0,41.0,18.0,remove
fallen/fallen_yo_168,train,uniform_fallen,全程保持躺着,keep_lying,True,True,False,fallen,fallen:81,,,,remove
fallen/fallen_yo_172,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
fallen/fallen_yo_190,train,uniform_fallen,全程保持躺着,keep_lying,True,True,False,fallen,fallen:81,,,,remove
lie_down/lie_down_ch_012,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lie_down/lie_down_ch_019,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_ch_039,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_ch_063,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_ch_066,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_ch_090,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_ch_119,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_ch_129,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_ch_141,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_ch_145,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_ch_148,test,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,0.0,0.0,80.0,keep
lie_down/lie_down_ch_154,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lie_down/lie_down_ch_155,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_ch_170,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_ch_190,val,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lie_down/lie_down_ch_198,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_ch_199,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_006,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_012,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_013,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_018,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_020,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_023,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_026,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_029,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_037,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_044,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_047,test,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,32.0,47.0,1.0,keep
lie_down/lie_down_el_049,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_067,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_068,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_070,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_071,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_076,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_088,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_090,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_091,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_093,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_094,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_095,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_100,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_117,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_120,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_124,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_129,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lie_down/lie_down_el_130,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_138,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_156,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_158,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_160,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_161,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_170,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_171,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
lie_down/lie_down_el_172,train,uniform_lie_down,躺下动作,lie_down,False,False,True,lie_down,lie_down:81,,,,keep
